id,category,title,year,venue,status,url,evidence_level,anchor,mechanism_zh,relation_zh,threat,read_date,fulltext_obtained,experiment_zh,limitation_zh,verification_note,current_reading_status,full_document_read,reading_scope,training_zh,scoring_zh,normal_only,synthetic,auxiliary_ood,normal_perception_zh,inference_cost_zh
R081,雷达场与掩码学习,UniSim: A Neural Closed-Loop Sensor Simulator,2023,CVPR,正式发表已核验,https://openaccess.thecvf.com/content/CVPR2023/html/Yang_UniSim_A_Neural_Closed-Loop_Sensor_Simulator_CVPR_2023_paper.html,原文核心章节：方法与实验,3.2–3.4；4.1–4.5；5,UniSim 用可组合神经场分开背景和运动对象，联合图像与 LiDAR 监督恢复场景，允许改动轨迹及对象后渲染传感器。,可组合场景与传感观测不是异常分割新机制；数据系统应作为训练设计而非第二篇仿真论文。,中：避免主线变成通用仿真器。,2026-09-24,true,PandaSet；新视角真实性、合成训练检测器、闭环自动驾驶评估。,作者将天气、光照编辑及非刚体对象留作后续。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R082,雷达场与掩码学习,NeuRAD: Neural Rendering for Autonomous Driving,2024,CVPR,正式发表已核验,https://openaccess.thecvf.com/content/CVPR2024/html/Tonderski_NeuRAD_Neural_Rendering_for_Autonomous_Driving_CVPR_2024_paper.html,原文核心章节：方法与实验,3.1–3.2；4.1–4.4；Limitations,NeuRAD 以演员感知哈希神经特征场表示时空结构，联合相机和 LiDAR 解码，并建模传感器与外观差异。,物理与多传感建模已有更完整方法；我们应清楚选择只需支持判别的有效正常回波表示。,中：物理全面性不可冒认。,2026-09-24,true,PandaSet、nuScenes、KITTI/360、Argoverse2 等跨传感器新视角场景评测。,作者明确假设对象刚体，不能处理变形；恶劣雨雪破坏部分假设。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R083,雷达场与掩码学习,NeRF-LiDAR: Generating Realistic LiDAR Point Clouds with Neural Radiance Fields,2024,AAAI,正式发表已核验,https://arxiv.org/html/2304.14811,原文核心章节：方法与实验,NeRF Reconstruction；Point-cloud/Label Generation；Raydrop & Alignment；Experiment,NeRF-LiDAR 用图像和稀疏 LiDAR 重建带语义的场，虚拟传感器渲染后用 U-Net 学习掉点，并通过冻结分割特征匹配提高合成可用性。,合成质量必须通过下游任务与划分验证，视觉真实不足够；当前 nuScenes-only 范围应与其外部预训练清楚区分。,中：任务导向的数据生成已有先例。,2026-09-24,true,30 个 nuScenes 场景，比较生成数据训练的 Cylinder3D、RangeNet++；另设未重建场景测试。,边界判断：依赖外部二维语义弱标签，语义合并只有五大类，不直接满足 STU 正常 19 类边界。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R084,雷达场与掩码学习,LiDAR Data Synthesis with Denoising Diffusion Probabilistic Models,2024,ICRA,正式发表已核验,https://arxiv.org/pdf/2309.09256,原文核心章节：方法与实验,III A–D；IV A–B；V,R2DM 在距离、反射率全景图上学习扩散模型，比较损失、深度表示、循环处理及角度傅里叶编码；用重绘条件采样补全扫描。,观测先验和扫描补全已有，当前无需引入大生成模型重置路线；正常场必须证明判别收益。,中：条件生成与观测先验并非空白。,2026-09-24,true,KITTI-360、KITTI-Raw 生成与束级四倍补全；比较分布指标和下游语义质量。,作者将鲁棒噪声训练与下游扩展列为后续；生成高保真不等于异常定义正确。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R085,雷达场与掩码学习,RangeLDM: Fast Realistic LiDAR Point Cloud Generation,2024,ECCV,正式发表已核验,https://arxiv.org/abs/2403.10094,原文核心章节：方法与实验,4.1–4.3；5.1–5.4；6,RangeLDM 校正多激光器不同原点的全景投影，再以 VAE 和潜扩散生成距离图，加入感知三维结构的范围引导判别器。,提示当前扫描参考原点是假设，不宜叫精确物理模型；多种正常解释比单一精确形状承诺更适当。,中高：传感器几何误差不能被叙事省略。,2026-09-24,true,KITTI-360 和 nuScenes；无条件生成、条件补全、投影与解码器消融。,作者把标注生成和极端场景列为后续；固定投影近似会影响范围分布。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R086,雷达场与掩码学习,LidarDM: Generative LiDAR Simulation in a Generated World,2025,ICRA,作者项目页核验正式发表,https://arxiv.org/pdf/2404.02903,原文核心章节：方法与实验,III A–C；IV A–B；V,LidarDM 先生成布局条件三维背景、对象与轨迹，再组合四维世界，用射线追踪及学习掉点生成时间一致的 LiDAR 视频。,如果把当前场称为世界模型，会进入已经很拥挤且任务更宽的竞争；宜明确是任务服务的正常局部观测参照。,高：世界模型和生成仿真叙事已有大量覆盖。,2026-09-24,true,KITTI-360、Waymo 的生成；结合下游感知及规划预训练进行评估。,边界判断：轨迹可行性使用筛选，生成世界与真实传感器噪声仍依赖模型和资产先验。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R087,雷达场与掩码学习,Learning to Generate Realistic LiDAR Point Clouds,2022,ECCV,作者代码页核验正式发表,https://arxiv.org/abs/2209.03954,原文核心章节：方法与实验,4.1–4.2；5.1–5.5,LiDARGen 在距离强度全景上学习分数场，以循环卷积和角度坐标编码感知 LiDAR 结构，通过后验采样满足部分观测条件。,从上下文产生多种合理 LiDAR 观测不是全新；关键应是结构分布如何以较低推理代价用于异常分割。,中：概率条件补全与几何先验已有。,2026-09-24,true,KITTI-360、nuScenes 的生成、补全与消融，报告分布距离和人工比较。,作者报告采样慢、远距细节退化和墙面不直等伪影。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R088,雷达场与掩码学习,Learning Compact Representations for LiDAR Completion and Generation,2023,CVPR,正式发表已核验,https://openaccess.thecvf.com/content/CVPR2023/html/Xiong_Learning_Compact_Representations_for_LiDAR_Completion_and_Generation_CVPR_2023_paper.html,原文核心章节：方法与实验,3.1–3.4；4.1–4.2；5,UltraLiDAR 在鸟瞰体素上学习离散码本，以稀疏编码器共享稠密解码器完成扫描；变换器逐步填充代码支持生成与局部控制。,跨数据集源域学习和正常结构先验已有；我们可强调射线观测结构，但需公平对照其必要性。,中高：源域训练转移与结构参照均非独立新颖点。,2026-09-24,true,PandaSet 上检测与补全，PandaSet→KITTI 不见目标数据的迁移；另作场景生成比较。,作者明确指出尚需加入束信息与遮挡推理。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R089,雷达场与掩码学习,U4D: Uncertainty-Aware 4D World Modeling from LiDAR Sequences,2026,CVPR,正式发表已核验,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_U4D_Uncertainty-Aware_4D_World_Modeling_from_LiDAR_Sequences_CVPR_2026_paper.pdf,原文核心章节：方法与实验,3.1–3.3；4.1–4.3；5,U4D 用预训练分割熵选择困难区域，先无条件扩散生成这些区域，再条件补全其余场景；空间时间分支自适应融合维持序列一致。,进一步提醒不应把少点、远距、高熵直接当异常；本模型需要显示能保留困难正常对象。,中高：不确定观测与世界建模已新近覆盖。,2026-09-24,true,nuScenes、SemanticKITTI，场景/序列生成及组件分析。,边界判断：分割熵是任务与模型相关的代理不确定性，不能等同真实测量不确定性或语义异常。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R090,雷达场与掩码学习,GS-LiDAR: Generating Realistic LiDAR Point Clouds with Panoramic Gaussian Splatting,2025,ICLR,正式发表已核验,https://proceedings.iclr.cc/paper_files/paper/2025/hash/8e86fd925dda476f574689f4ce748193-Abstract-Conference.html,原文核心章节：方法与实验,3.2–3.5；4.1–4.4；5,GS-LiDAR 用有周期运动和时间透明度的二维高斯表示动态表面，显式射线交点与全景光栅化，联合均值/中位深度、强度、掉点监督。,ICLR 已接收成熟 LiDAR 高斯生成工作；仅把高斯用于 LiDAR 无法脱颖而出。,高：高斯观测场需要明确异常任务新机制。,2026-09-24,true,KITTI-360、nuScenes 静动态留帧新视角，附 Waymo 比较。,边界判断：已知场景拟合、有限运动表示及逐场景优化不构成语义异常泛化证据。,本轮实际取得原文全文，并阅读所列方法、实验或理论及限制段落；未声称逐字通读所有附录。局限字段的“边界判断”为本轮分析，其余注明作者陈述。PDF经文件头验证后提取；R072、R083采用arXiv完整HTML。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R091,雷达场与掩码学习,SaLF: Sparse Local Fields for Multi-Sensor Rendering in Real-Time,2026,ICRA,作者预印本元数据核验会议发表,https://arxiv.org/pdf/2507.18713,原文核心章节：方法与实验,§III-A–B、IV-A–B、V-A、V-E,在自适应稀疏体素内学习局部 SDF 与颜色场；支持射线遍历及光栅化，并把背景与动态演员分开优化。,局部场、射线渲染与驾驶仿真均已有；当前需要强调从单帧块外上下文即时预测正常参照。,中：局部场表示先例,2026-09-24,true,PandaSet 标准十段日志按偶数/奇数帧训练与评价，报告图像质量、LiDAR 深度误差和速度；另用驾驶栈比较实测与模拟输入。,作者承认固定体素需要较多单元，非刚体与时间变化需扩展；这是逐场景重建。,本轮直接读取上述原文核心章节；未声称逐字通读全文或附录。,本轮未通读，历史记录不计本轮已读数量,false,历史阅读范围见原anchor与read_date；本轮未重新通读,,,,,,,
R092,雷达场与掩码学习,Masked Autoencoders for Point Cloud Self-supervised Learning,2022,ECCV,作者代码页核验正式发表,https://arxiv.org/pdf/2203.06604,所获全文完整通读,§3.1–3.3：点块、延迟掩码与重建公式；§4.2：有监督下游评价范围；§4.3表5与最后一段：重建损失与分类表现不一致；§5：结论限定为表征学习,将点云划为FPS/KNN相对坐标块；仅可见块进入标准Transformer编码器，掩码词元及其位置延迟到轻量解码器，使用Chamfer距离恢复坐标。,目标观测不能提前进入预测上下文已有明确先例；当前可区分之处应是类别共享的正常解释在推理中是否提供独立证据。,高：以掩码、防位置泄漏或上下文重建本身为创新不成立；低：没有同一正常类别同时解释语义与回波的异常决策。,2026-09-25,true,ModelNet40、ScanObjectNN、ShapeNetPart；比较遮挡比例、连续遮挡与随机遮挡、掩码词元进入编码器的时机。推迟掩码词元使重建损失变大，但分类从92.14%提高到93.19%。,对象级几何、下游有监督微调，与驾驶场景未知类识别不同；重建更准确并不必然得到更强表征。本文未验证异常分割。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–15页§1–5；所获PDF不含独立附录；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,ShapeNet训练部分自监督预训练300轮，60%随机遮挡；随后有监督微调对象分类、少样本和部件分割。没有异常标签或异常识别目标。,下游分类或逐点部件分类；重建误差不是论文定义的异常分数。,未设异常检测的正常类边界；自监督预训练无异常标签，下游使用语义或检测标签,ShapeNet合成CAD对象，不是异常合成,否,,
R093,雷达场与掩码学习,Point-M2AE: Multi-scale Masked Autoencoders for Hierarchical Point Cloud Pre-training,2022,NeurIPS,正式发表已核验,https://arxiv.org/pdf/2205.14401,所获全文完整通读,§3.1：最粗层遮挡及反向传播索引；§3.2：预训练全局注意力与微调局部注意力区别；§3.3：只恢复第一尺度及其计算理由；§4.3表8：一致遮挡消融；§6：室外和开放世界局限；第15–18页§7.1–7.4附录：已实际通读补充内容，见附录补充发现,在最粗点集产生遮挡，再回投可见邻域确保跨尺度一致；分层编码、逐级传播和跳接解码恢复较细尺度坐标。微调阶段另外加入局部球邻域注意力约束。,多尺度、局部全局结构和一致信息留出已经成熟；正常几何误差能否排除未知物体仍需要独立问题定义。,高：层次几何学习或跨尺度遮挡一致性；当前方法没有采用其坐标重建和解码器抛弃策略。,2026-09-25,true,ModelNet40线性探测和微调、ScanObjectNN、ShapeNetPart、ScanNet检测；跨尺度独立随机遮挡相对一致遮挡使线性探测下降4.5个百分点。,室外及开放世界场景在结论中仍属未来工作；检测实验调整了编码器并在ScanNet预训练，不能直接说对象ShapeNet模型零样本泛化到驾驶场景。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–10页§1–6；第15–18页§7.1–7.4附录已补齐通读；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,ShapeNet无标签预训练；三阶段编码器、两阶段解码器、最高层80%遮挡，仅Chamfer目标；下游任务再训练各自预测头。,冻结编码器线性SVM或有监督分类、分割、检测输出，没有未知异常评分。,未设异常检测的正常类边界；自监督预训练无异常标签，下游使用语义或检测标签,ShapeNet合成CAD对象，不是异常合成,否,,
R094,雷达场与掩码学习,Point-BERT: Pre-training 3D Point Cloud Transformers with Masked Point Modeling,2022,CVPR,正式发表已核验,https://arxiv.org/pdf/2111.14819,所获全文完整通读,§3.1：dVAE与DGCNN词元器；§3.3：遮挡预测、点块混合和MoCo；§4.1：两阶段训练及词元器冻结；§4.3表5：辅助目标消融；§5：训练成本局限；第11–13页附录A–B：已实际通读补充内容，见附录补充发现,先训练离散变分自编码器，把局部几何变成词元，再用Transformer预测遮挡词元；点块混合与MoCo辅助目标加强全局语义。词元位置保留。,局部几何词元与语义表示联合学习并非新概念；当前须回答为何正常类别解释的绝对支持度和观测核验能补足封闭集分类。,中：几何—语义表征预训练已有；低：没有测试时同类语义与条件观测解释的联合拒绝。,2026-09-25,true,分类、部件分割、少样本和真实扫描迁移；逐步加入遮挡建模、点块混合、MoCo分别提高分类。讨论明确指出完整预训练加微调流程耗时。,词元器依赖自己的重建和正则超参数；对象几何迁移及分类可分性不能替代未知点异常可识别性。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–8页§1–5；第11–13页附录A–B已补齐通读；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,ShapeNet先训练dVAE150000步，再冻结词元器预训练300轮；25%–45%连续点块遮挡；下游微调使用对应标签。,对象类别与部件类别预测；可以经词元解码显示重建，但不定义异常检测分数。,未设异常检测的正常类边界；自监督预训练无异常标签，下游使用语义或检测标签,ShapeNet合成CAD对象，不是异常合成,否,,
R095,雷达场与掩码学习,Masked Discrimination for Self-Supervised Learning on Point Clouds,2022,ECCV,作者官方代码页核验正式发表,https://arxiv.org/pdf/2203.11183,所获全文完整通读,§3.1：真实/假查询、歧义去除和交叉注意力；§3.2：采样方差对Chamfer目标的影响；§4：训练来源与MoCo；§4.4表5：检测评价；§4.6表6：查询数和解码器深度消融；第15–21页附录A–B：已实际通读补充内容，见附录补充发现,将90%点块遮挡，只编码可见部分；交叉注意力区分被遮挡的真实点与空间随机假点，去除离实测表面过近的歧义假点，以二元focal损失训练。,从留出上下文判断观测兼容性已很邻近；当前需区分占据真假与正常类别是否提供可信解释。,高：掩码后兼容性判别、轻量交叉注意力的宽泛主张；其输出用于预训练而当前几何分支参与最终逐点核验。,2026-09-25,true,ModelNet40、ScanObjectNN、ShapeNetPart和ScanNet检测；更多解码层或查询并非更好；与Point-BERT比较讨论了检测迁移差异和骨干不同比较边界。,以空间采样区分占据与非占据，并没有解决被测点属于未知语义类别；概率模型近似用于表征论证，不能据此声称异常可识别。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–14页§1–5；第15–21页附录A–B已补齐通读；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,ShapeNet与ScanNet-Medium分别预训练；前者还使用MoCo；一层解码器、256查询表现最好，下游丢弃判别解码器。随机空间点是占据负样本，不能称真实道路异常。,预训练输出点占据概率；下游使用分类、部件分割和框检测头。没有将该占据概率验证为语义异常分数。,未设异常检测的正常类边界；自监督预训练无异常标签，下游使用语义或检测标签,ShapeNet合成CAD对象，不是异常合成,否,,
R096,雷达场与掩码学习,Occupancy-MAE: Self-supervised Pre-training Large-scale LiDAR Point Clouds with Masked Occupancy Autoencoders,2022,arXiv,已核验预印本；期刊版本信息本轮未独立核验,https://arxiv.org/pdf/2206.09900,所获全文完整通读,§III-A/D：距离遮挡与占据标签；§IV-B：训练来源与三轮预训练；§IV-C：nuScenes多帧和目标域参与；§V–VI：距离、数据量和目标消融；§VIII：稠密解码局限,稀疏卷积编码剩余非空体素，轻量稠密反卷积预测全空间占据；0–30、30–50和50米以外分别采用90%、70%、50%遮挡。,距离感知几何学习和正常数据预训练已有，但仅凭这些目标不能得出未知类别识别；域适应实验使用目标数据，须与纯源域条件区分。,中：距离覆盖与占据辅助预训练已成熟；不覆盖同类正常解释的推理核验。,2026-09-25,true,不同距离遮挡、预训练数据量和训练轮数消融；nuScenes单帧预训练收益有限，三帧融合增强占据目标后收益增加；下游覆盖四个驾驶数据集。,明确承认稠密解码限制高分辨率；把不含点体素称为空闲的二元目标未区分未观测空间。表述中focal参数alpha=2与1-alpha存在可疑排版/定义，未据此判断代码。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–11页§I–V；所获PDF不含独立附录；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,ONCE无标签数据及KITTI/Waymo/nuScenes训练集预训练，通常3轮；下游检测、Cylinder3D分割和跟踪有监督微调；域适应变体同时预训练源域与目标域。,体素占据概率仅作预训练任务，之后丢弃解码器；报告框检测、分割和跟踪指标，没有点级异常分数。,一般场景自监督预训练，未按STU异常定义筛选正常；下游有标签学习,不构造语义异常；遮挡或空间占据查询属于预训练变换,否,,
R097,雷达场与掩码学习,Masked Autoencoder for Self-Supervised Pre-training on Lidar Point Clouds,2023,WACV Workshops,正式发表已核验,https://arxiv.org/pdf/2207.00531,所获全文完整通读,§3.1–3.4：非空体素、空查询和三项目标；§4.1：时序数据冗余讨论；§4.2–4.3：检测比较与骨干差异；§4.4表5：重建目标负结果；§5及Broader impact：时序扩展和成本；第11–13页补充A–C：已实际通读补充内容，见附录补充发现,Voxel-MAE在稀疏非空体素上遮挡，SST编码可见体素；解码器联合预测点坐标、点数、体素空/非空，随机空体素作为附加查询。,这是反对“多做正常重建就必然提高异常识别”的直接相邻证据；当前必须证明几何核验带来的是异常判断依据，而非只改善语义表示。,高：面向驾驶LiDAR的遮挡、自监督几何任务和标签效率；没有当前同一类别的语义与实际回波联合解释。,2026-09-25,true,改变标注比例和无标注数据量、强度输入、预训练方法与重建损失；表5仅Chamfer使mAP从43.60降至43.46，三项全加亦不优于最佳两项组合。,增加时序相近数据未等比例增加信息；没有区分遮挡后未知空间和真实可见自由空间；检测提高不能证明正常回波密度能发现类别异常。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–8页§1–5；第11–13页补充A–C已补齐通读；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,nuScenes原始训练数据预训练200轮，70%非空体素遮挡；检测微调288轮，主要使用2或10帧累积点云。,预训练重建/占据损失，下游3D框检测mAP和NDS；无点级异常分数。,未设异常检测的正常类边界；自监督预训练无异常标签，下游使用语义或检测标签,无合成异常；随机空体素查询属于预训练目标,否,,
R098,雷达场与掩码学习,GeoMAE: Masked Geometric Target Prediction for Self-supervised Point Cloud Pre-Training,2023,CVPR,正式发表已核验,https://arxiv.org/pdf/2305.08808,所获全文完整通读,§3.2–3.3式3–8：点统计与协方差目标；§4.1：数据和预训练周期；§4.3：各下游任务的骨干改变；§4.4表7–11：目标、解码器、训练量消融；§5：结论为预训练表示；第9页§6附录：已实际通读补充内容，见附录补充发现,SST编码可见体素；两个独立解码器分别预测多尺度质心/占据和法向/曲率；法向与伪曲率从相邻体素点的协方差分解构造。,“几何辅助学习改善语义”已直接被覆盖；当前故事需要说明推理几何证据对语义模型已经接受的异常是否还能提供区分。,高：几何和语义共同学习的泛化表述；较低：具体正常类别条件分布、留出核验与最小最大评分没有被本文提出。,2026-09-25,true,更换检测头与分割模型、逐项增加几何目标、共用/分离解码器、训练轮数及数据量；分离解码器预测不同目标优于同目标或共享解码器，更多训练在72轮附近饱和。,法向与曲率是从稀疏离散观测估计的代理量；不同下游骨干也随实验调整。没有验证未知物体、正常误报或点级异常排名。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–8页§1–5；第9页§6附录已补齐通读；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,Waymo和nuScenes无标签帧及扫描预训练72轮，70%遮挡；有监督微调用于检测、跟踪、点分割和BEV地图分割。,预训练为几何统计回归与占据交叉熵；异常评分未定义。,一般场景自监督预训练，未按STU异常定义筛选正常；下游有标签学习,不构造语义异常；遮挡或空间占据查询属于预训练变换,否,,
R099,雷达场与掩码学习,MAELi: Masked Autoencoder for Large-Scale LiDAR Point Clouds,2024,WACV,正式发表已核验,https://arxiv.org/pdf/2212.07207v2,所获全文完整通读,§3.3式1–3及图4：三种体素状态；§3.4：球面遮挡与距离稀疏；§4.1：分区、有限标注及供体约束；§4.2–4.3：检测与消融；附录E：生成体素上限；第12–17页补充A–F：已实际通读补充内容，见附录补充发现,用射线区分占据、自由和未知体素，未知不施加损失；稀疏解码逐级生成并学习剪枝，按射线到体素中心距离加权自由空间损失；球面降采样模拟角分辨率变化。,观测、未观测和自由空间边界是当前回波条件建模的重要已有依据；当前不预测缺失表面，不能借它的完整物体重建图证明自己的正常解释。,高：传感器可观测性、角采样及无标签场景结构；当前同类别语义与回波核验仍是不同问题。,2026-09-25,true,低标注数据、不同检测器及跨数据集迁移；比较射线加权、未知体素忽略和球面遮挡；所有改动并非所有骨干/类别都优于对照。,允许未知处自由补全并不代表补全就是真实背面；解码可用内存有限，附录说明达到体素上限时随机剪枝且该部分不产生损失。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–8页§1–5；第12–17页补充A–F已补齐通读；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,Waymo前399训练序列无标签预训练30轮，后399序列部分标签微调；监督粘贴供体只来自实际标注子集；迁移KITTI和ONCE。,重建时输出占据概率，下游检测器使用框分数；没有逐点未知类异常分数。,一般场景自监督预训练，未按STU异常定义筛选正常；下游有标签学习,不构造语义异常；遮挡或空间占据查询属于预训练变换,否,,
R100,雷达场与掩码学习,Multi-Scale Neighborhood Occupancy Masked Autoencoder for Self-Supervised Learning in LiDAR Point Clouds,2025,CVPR,正式发表已核验,https://openaccess.thecvf.com/content/CVPR2025/papers/Abdelsamad_Multi-Scale_Neighborhood_Occupancy_Masked_Autoencoder_for_Self-Supervised_Learning_in_LiDAR_CVPR_2025_paper.pdf,所获全文完整通读,§3.2和图3：未重建孤立点；§3.3–3.5：各尺度独立解码、层次遮挡和损失；§4.2：非线性探测与微调区别；§4.4：验证与测试差异；§4.6–4.7、Limitations：密度/邻域和失败例,PTv3编码可见体素，仅重建可见体素邻域占据；多个尺度分别解码，并在粗到细层次中继续遮挡，控制各尺度信息泄漏与可学习邻域。,最直接威胁之一：高效的无泄漏局部观测预测已经有系统方法；当前应把重点放在正常解释的可识别性，不能把局部留出与效率本身作为主要发现。,高：局部可见上下文、遮挡信息边界、多尺度和高效预训练；没有同类正常解释的测试时拒绝规则。,2026-09-25,true,同PTv3骨干比较GeoMAE、Occupancy-MAE，逐项检查邻域、多尺度、遮挡和批量；近邻重建降低开销并加强冻结特征；nuScenes测试mIoU并未超过PTv3，作者归因于少数自行车类。,远离可见点的孤立遮挡点完全不进入损失；结论承认密度敏感，定性结果仍有远距幻检和漏行人。有效的预训练筛除策略可能恰好舍弃异常检测关注的少点目标。,本轮实际分块阅读原始全文后记录；全文统计覆盖所获文档全部学术内容及随文附录，独立补充的额外阅读见reading_scope；文献结果与基于机制的研究判断分别说明。,所获全文完整通读,true,已逐段通读所获PDF的全部学术文本、方法公式、实验表格及图注：正文第1–8页§1–5；所获PDF不含独立附录；参考文献未逐条阅读。外置补充文件不在此项全文统计范围，未声称图像像素全部逐幅审读。,nuScenes与Waymo自监督预训练，再有监督语义分割/检测；包括冻结编码器的多尺度非线性探测，使用按序列抽取的少量标签设置。,占据重建任务用于表征，最后使用语义/检测输出；无异常分数。,一般场景自监督预训练，未按STU异常定义筛选正常；下游有标签学习,不构造语义异常；遮挡或空间占据查询属于预训练变换,否,,
